depth(m),cone penetration resistance (qc (MPa)),sleeve friction(kPa),total cone resistance (tc(Mpa)),friction ratio (%),bulk density (kN/m³),effective vertical stress(kPa),pore water pressure (kPa),total vertical stress (kPa),normalised cone resistance(-),normalised cone resistance corrected for overburden (-),normalised friction ratio (%),void ratio,Soil Class
2.83,76.34,308.8,75.69,0.43,19,53.77,27.76,26.01,2908.19,1001,0.43,0.23,Class 1: Gravelly sand to dense sand
2.83,0.06,12.8,0.06,20.25,19,53.77,27.76,26.01,0.38,0.38,129.91,1,Class 6: Organic soil / peat
2.84,76.27,342.8,75.68,0.44,19,53.96,27.86,26.1,2897.75,1001,0.44,0.24,Class 1: Gravelly sand to dense sand
2.84,3.05,9,5.26,0.18,19,53.96,27.86,26.1,199.47,95.81,0.18,0.46,Class 2: Sand to silty sand
2.84,0.06,12.7,0.06,22,19,53.96,27.86,26.1,0.14,0.14,336.57,1,Class 6: Organic soil / peat
2.85,74.44,354.1,74.88,0.46,19,54.15,27.96,26.19,2856.97,1001,0.46,0.24,Class 1: Gravelly sand to dense sand
2.86,73.94,346.2,72.91,0.47,19,54.34,28.06,26.28,2771.89,1001,0.48,0.25,Class 1: Gravelly sand to dense sand
2.86,3.05,9,5.22,0.17,19,54.34,28.06,26.28,196.73,94.87,0.17,0.46,Class 2: Sand to silty sand
2.86,0.18,7.8,0.18,4.35,19,54.34,28.06,26.28,4.75,2.47,6.24,1,Class 6: Organic soil / peat
2.87,70.35,338.3,71.2,0.48,19,54.53,28.15,26.38,2697.45,982.6,0.48,0.25,Class 1: Gravelly sand to dense sand
2.87,0.16,7.9,0.16,4.9,19,54.53,28.15,26.38,4.05,2.11,7.4,1,Class 6: Organic soil / peat
2.88,69.31,330.3,69.55,0.45,19,54.72,28.25,26.47,2625.74,951.57,0.45,0.24,Class 1: Gravelly sand to dense sand
2.88,3.05,9,5.27,0.18,19,54.72,28.25,26.47,197.17,95.49,0.18,0.46,Class 2: Sand to silty sand
2.88,0.13,8.3,0.13,6.43,19,54.72,28.25,26.47,2.81,1.47,11.16,1,Class 6: Organic soil / peat
2.89,68.99,267.7,68.99,0.4,19,54.91,28.35,26.56,2595.49,926.48,0.4,0.23,Class 1: Gravelly sand to dense sand
2.89,0.12,8.4,0.12,6.99,19,54.91,28.35,26.56,2.45,1.29,12.89,1,Class 6: Organic soil / peat
2.9,68.66,235.8,68.86,0.37,19,55.1,28.45,26.65,2581.69,910.45,0.37,0.22,Class 1: Gravelly sand to dense sand
2.9,3.15,10,5.31,0.18,19,55.1,28.45,26.65,196.99,95.69,0.18,0.46,Class 2: Sand to silty sand
2.9,0.12,8.4,0.12,6.98,19,55.1,28.45,26.65,2.45,1.29,12.86,1,Class 6: Organic soil / peat
2.91,68.93,257.6,68.56,0.38,19,55.29,28.55,26.74,2561.69,909.34,0.38,0.22,Class 1: Gravelly sand to dense sand
2.91,0.12,8.4,0.12,6.96,19,55.29,28.55,26.74,2.45,1.29,12.84,1,Class 6: Organic soil / peat
2.92,68.1,279.4,67.95,0.4,19,55.48,28.65,26.83,2529.94,911.45,0.4,0.23,Class 1: Gravelly sand to dense sand
2.92,3.1,9,5.3,0.17,19,55.48,28.65,26.83,195.56,95.23,0.17,0.46,Class 2: Sand to silty sand
2.92,0.12,8.4,0.12,6.89,19,55.48,28.65,26.83,2.48,1.31,12.65,1,Class 6: Organic soil / peat
2.93,66.81,280.9,67.05,0.45,19,55.67,28.74,26.93,2488.17,916.45,0.45,0.25,Class 1: Gravelly sand to dense sand
2.93,0.13,8.4,0.13,6.69,19,55.67,28.74,26.93,2.59,1.38,12.03,1,Class 6: Organic soil / peat
2.94,66.25,337,66.44,0.46,19,55.86,28.84,27.02,2456.93,913.92,0.46,0.25,Class 1: Gravelly sand to dense sand
2.94,3,8,5.27,0.14,19,55.86,28.84,27.02,192.92,93.58,0.14,0.45,Class 2: Sand to silty sand
2.94,0.12,8.4,0.12,6.89,19,55.86,28.84,27.02,2.44,1.3,12.72,1,Class 6: Organic soil / peat
2.95,66.25,304.1,66.21,0.46,19,56.05,28.94,27.11,2440.1,909.3,0.46,0.25,Class 1: Gravelly sand to dense sand
2.95,0.11,8.5,0.11,7.41,19,56.05,28.94,27.11,2.16,1.16,14.49,1,Class 6: Organic soil / peat
2.96,66.12,271.3,65.53,0.43,19,56.24,29.04,27.2,2407.09,890.41,0.43,0.24,Class 1: Gravelly sand to dense sand
2.96,3,5,5.17,0.12,19,56.24,29.04,27.2,187.87,91.39,0.12,0.45,Class 2: Sand to silty sand
2.96,0.11,8.7,0.11,7.83,19,56.24,29.04,27.2,2.02,1.08,15.86,1,Class 6: Organic soil / peat
2.97,64.23,270.8,64.45,0.49,19,56.43,29.14,27.29,2359.08,895.77,0.49,0.26,Class 1: Gravelly sand to dense sand
2.97,0.11,8.7,0.11,8.22,19,56.43,29.14,27.29,1.81,0.97,17.62,1,Class 6: Organic soil / peat
2.98,62.98,404.1,63.36,0.64,19,56.62,29.23,27.39,2311.61,923.17,0.64,0.3,Class 1: Gravelly sand to dense sand
2.98,2.75,6,5.07,0.13,19,56.62,29.23,27.39,182.88,89.72,0.13,0.46,Class 2: Sand to silty sand
2.98,5.39,0.1,5.38,0,19,56.62,18.44,38.18,139.57,101.14,0,0.67,Class 3: Silty sand to sandy silt
2.98,0.1,9.2,0.1,8.77,19,56.62,29.23,27.39,1.76,0.95,19.06,1,Class 6: Organic soil / peat
2.99,5.33,-2.3,5.33,-0.04,19,56.81,18.54,38.27,137.71,104.02,-0.04,1,Class 1: Gravelly sand to dense sand
2.99,62.87,537.5,62.87,0.8,19,56.81,29.33,27.48,2286.06,953.28,0.8,0.33,Class 1: Gravelly sand to dense sand
2.99,0.1,9,0.1,8.65,19,56.81,29.33,27.48,1.72,0.93,19.07,1,Class 6: Organic soil / peat
2.99,0.06,12.8,0.06,21.68,19,56.81,29.33,27.48,0.08,0.08,610.85,1,Class 6: Organic soil / peat
3,5.61,-4.1,5.61,-0.07,19,57,18.64,38.36,144.65,109.53,-0.07,1,Class 1: Gravelly sand to dense sand
3,62.76,561,62.87,0.89,19,57,29.43,27.57,2278.17,971.66,0.89,0.35,Class 1: Gravelly sand to dense sand
3,2.65,8,4.95,0.15,19,57,29.43,27.57,177.35,88.35,0.15,0.46,Class 2: Sand to silty sand
3,0.1,9.4,0.1,9.04,19,57,29.43,27.57,1.7,0.93,20,1,Class 6: Organic soil / peat
3,0.06,12.7,0.06,19.99,19,57,29.43,27.57,0.24,0.24,190.05,1,Class 6: Organic soil / peat
3.01,5.15,-2,5.14,-0.04,19,57.19,18.74,38.45,132.2,100.34,-0.04,1,Class 1: Gravelly sand to dense sand
3.01,62.96,578.6,62.96,0.91,19,57.19,29.53,27.66,2274.09,977,0.91,0.35,Class 1: Gravelly sand to dense sand
3.01,0.09,9.5,0.09,10.6,19,57.19,29.53,27.66,1.17,0.64,29.31,1,Class 6: Organic soil / peat
3.01,0.07,12.7,0.07,18.82,19,57.19,29.53,27.66,0.37,0.37,125.29,1,Class 6: Organic soil / peat
3.02,5.39,-1.8,5.39,-0.03,19,57.38,18.84,38.54,138.22,105.16,-0.03,1,Class 1: Gravelly sand to dense sand
3.02,63.16,586.9,63.43,0.9,19,57.38,29.63,27.75,2283.49,980.66,0.9,0.35,Class 1: Gravelly sand to dense sand
3.02,2.6,8,4.95,0.16,19,57.38,29.63,27.75,176.11,88.28,0.16,0.47,Class 2: Sand to silty sand
3.02,0.08,9.7,0.08,12.29,19,57.38,29.63,27.75,0.78,0.42,45.07,1,Class 6: Organic soil / peat
3.02,0.07,12.6,0.07,18.39,19,57.38,29.63,27.75,0.4,0.4,113.31,1,Class 6: Organic soil / peat
3.03,5.12,-1.5,5.11,-0.03,19,57.57,18.93,38.64,130.86,99.8,-0.03,1,Class 1: Gravelly sand to dense sand
3.03,64.17,553.8,63.33,0.87,19,57.57,29.72,27.85,2272.11,972.32,0.88,0.34,Class 1: Gravelly sand to dense sand
3.03,0.06,9.7,0.06,15.04,19,57.57,29.72,27.85,0.25,0.14,139.97,1,Class 6: Organic soil / peat
3.03,0.07,12.5,0.07,18.3,19,57.57,29.72,27.85,0.39,0.39,114.67,1,Class 6: Organic soil / peat
3.04,62.64,520.7,62.6,0.8,19,57.76,29.82,27.94,2238.58,946.02,0.8,0.33,Class 1: Gravelly sand to dense sand
3.04,2.7,7,4.99,0.14,19,57.76,29.82,27.94,176.66,88.39,0.14,0.46,Class 2: Sand to silty sand
3.04,0.06,9.8,0.06,16.07,19,57.76,29.82,27.94,0.12,0.06,302.47,1,Class 6: Organic soil / peat
3.04,0.07,12.5,0.07,18.36,19,57.76,29.82,27.94,0.36,0.36,122.95,1,Class 6: Organic soil / peat
3.05,0.06,9.8,0.06,17.07,19,57.95,29.92,28.03,-0.02,-0.01,,1,Class 1: Gravelly sand to dense sand
3.05,60.98,431.3,60.09,0.77,19,57.95,29.92,28.03,2141.84,903.17,0.77,0.33,Class 1: Gravelly sand to dense sand
3.05,0.07,12.4,0.07,18.66,19,57.95,29.92,28.03,0.32,0.32,138.12,1,Class 6: Organic soil / peat
3.06,0.05,9.9,0.05,19.72,19,58.14,30.02,28.12,-0.28,-0.16,,1,Class 1: Gravelly sand to dense sand
3.06,56.66,432,57.39,0.72,19,58.14,30.02,28.12,2038.56,855.1,0.72,0.32,Class 1: Gravelly sand to dense sand
3.06,2.75,6,5.08,0.12,19,58.14,30.02,28.12,178.4,88.98,0.13,0.46,Class 2: Sand to silty sand
3.06,0.07,12.6,0.07,18.97,19,58.14,30.02,28.12,0.29,0.29,155.27,1,Class 6: Organic soil / peat
3.07,0.04,10,0.04,27.86,19,58.33,30.12,28.21,-0.8,-0.44,-44.58,1,Class 1: Gravelly sand to dense sand
3.07,54.52,374.8,54.99,0.72,19,58.33,30.12,28.21,1947.19,821.27,0.72,0.32,Class 1: Gravelly sand to dense sand
3.07,0.07,12.7,0.07,19.17,19,58.33,30.12,28.21,0.28,0.28,160.69,1,Class 6: Organic soil / peat
3.08,0.03,10,0.03,30.96,19,58.52,30.21,28.31,-0.93,-0.52,-38.14,1,Class 1: Gravelly sand to dense sand
3.08,53.81,376,53.21,0.7,19,58.52,30.21,28.31,1877.73,793.85,0.71,0.32,Class 1: Gravelly sand to dense sand
3.08,2.8,6,5.06,0.12,19,58.52,30.21,28.31,176.58,88.33,0.12,0.46,Class 2: Sand to silty sand
3.08,0.07,12.8,0.07,19.07,19,58.52,30.21,28.31,0.3,0.3,148.61,1,Class 6: Organic soil / peat
3.09,0.03,10.3,0.03,41.04,19,58.71,30.31,28.4,-1.18,-0.66,-30.65,1,Class 1: Gravelly sand to dense sand
3.09,51.3,374.3,51.81,0.72,19,58.71,30.31,28.4,1822.35,777.34,0.72,0.33,Class 1: Gravelly sand to dense sand
3.09,0.07,12.9,0.07,18.35,19,58.71,30.31,28.4,0.41,0.41,111.3,1,Class 6: Organic soil / peat
3.1,0.01,10.5,0.01,73.43,19,58.9,30.41,28.49,-1.57,-0.88,-23.54,1,Class 1: Gravelly sand to dense sand
3.1,50.32,372.6,50.72,0.72,19,58.9,30.41,28.49,1778.4,761.65,0.72,0.33,Class 1: Gravelly sand to dense sand
3.1,2.6,6,5.07,0.12,19,58.9,30.41,28.49,175.95,88.33,0.12,0.46,Class 2: Sand to silty sand
3.1,0.08,13,0.08,17.18,19,58.9,30.41,28.49,0.59,0.59,77.53,1,Class 6: Organic soil / peat
3.11,0.01,10.5,0.01,97.22,19,59.09,30.51,28.58,-1.69,-0.95,-21.74,1,Class 1: Gravelly sand to dense sand
3.11,50.56,351.2,50.56,0.69,19,59.09,30.51,28.58,1766.79,753.82,0.7,0.33,Class 1: Gravelly sand to dense sand
3.11,0.08,13.1,0.08,16.05,19,59.09,30.51,28.58,0.79,0.79,58.11,1,Class 6: Organic soil / peat
3.12,0.01,10.6,0.01,147.22,19,59.28,30.61,28.67,-1.82,-1.03,-20.35,1,Class 1: Gravelly sand to dense sand
3.12,50.79,329.7,50.78,0.68,19,59.28,30.61,28.67,1768.93,753.12,0.68,0.32,Class 1: Gravelly sand to dense sand
3.12,2.75,6,4.95,0.12,19,59.28,30.61,28.67,170.69,86.45,0.12,0.46,Class 2: Sand to silty sand
3.12,0.09,13.2,0.09,15.49,19,59.28,30.61,28.67,0.9,0.9,50.93,1,Class 6: Organic soil / peat
3.13,0,10.6,0,,19,59.47,30.71,28.76,-2.19,-1.24,-16.81,1,Class 1: Gravelly sand to dense sand
3.13,50.99,351.8,50.7,0.67,19,59.47,30.71,28.76,1760.5,750.5,0.67,0.32,Class 1: Gravelly sand to dense sand
3.13,0.09,13.3,0.09,15.43,19,59.47,30.71,28.76,0.94,0.94,49.51,1,Class 6: Organic soil / peat
3.14,-0.01,10.7,-0.01,,19,59.66,30.8,28.86,-2.32,-1.32,-16,1,Class 1: Gravelly sand to dense sand
3.14,50.32,342.3,49.99,0.68,19,59.66,30.8,28.86,1730.3,742.37,0.69,0.33,Class 1: Gravelly sand to dense sand
3.14,2.4,6,4.97,0.11,19,59.66,30.8,28.86,170.11,86.29,0.12,0.46,Class 2: Sand to silty sand
3.14,0.09,13.5,0.08,15.92,19,59.66,30.8,28.86,0.86,0.86,54,1,Class 6: Organic soil / peat
3.15,0,10.7,0,,19,59.85,30.9,28.95,-2.19,-1.25,-16.86,1,Class 1: Gravelly sand to dense sand
3.15,48.66,332.7,49.1,0.67,19,59.85,30.9,28.95,1694.21,727.85,0.67,0.33,Class 1: Gravelly sand to dense sand
3.15,0.08,13.6,0.08,16.56,19,59.85,30.9,28.95,0.76,0.76,61.53,1,Class 6: Organic soil / peat
3.16,-0.01,10.8,-0.01,-75.52,19,60.04,31,29.04,-2.56,-1.47,-14.53,1,Class 1: Gravelly sand to dense sand
3.16,48.34,317.6,48.4,0.66,19,60.04,31,29.04,1664.45,714.62,0.66,0.32,Class 1: Gravelly sand to dense sand
3.16,2.6,5,4.98,0.11,19,60.04,31,29.04,169.53,86.3,0.12,0.46,Class 2: Sand to silty sand
3.16,0.08,13.6,0.08,17.13,19,60.04,31,29.04,0.68,0.68,69.28,1,Class 6: Organic soil / peat
3.17,-0.02,10.8,-0.02,-67.08,19,60.23,31.1,29.13,-2.62,-1.51,-14.15,1,Class 1: Gravelly sand to dense sand
3.17,48.19,302.6,48.02,0.63,19,60.23,31.1,29.13,1646.17,704.27,0.63,0.32,Class 1: Gravelly sand to dense sand
3.17,0.08,13.8,0.08,17.21,19,60.23,31.1,29.13,0.68,0.68,69.63,1,Class 6: Organic soil / peat
3.18,-0.02,10.9,-0.02,-64.12,19,60.42,31.2,29.22,-2.65,-1.53,-14.08,1,Class 1: Gravelly sand to dense sand
3.18,47.52,287.3,47.77,0.61,19,60.42,31.2,29.22,1632.44,697.21,0.61,0.32,Class 1: Gravelly sand to dense sand
3.18,2.75,6,5.15,0.11,19,60.42,31.2,29.22,174.1,88.39,0.11,0.45,Class 2: Sand to silty sand
3.18,0.08,13.9,0.08,16.77,19,60.42,31.2,29.22,0.76,0.76,62.24,1,Class 6: Organic soil / peat
3.19,-0.02,11.1,-0.02,-65.29,19,60.61,31.29,29.32,-2.65,-1.53,-14.3,1,Class 1: Gravelly sand to dense sand
3.19,47.59,287.7,47.59,0.6,19,60.61,31.29,29.32,1621.13,692.82,0.61,0.31,Class 1: Gravelly sand to dense sand
3.19,0.09,13.9,0.08,16.62,19,60.61,31.29,29.32,0.79,0.79,60.37,1,Class 6: Organic soil / peat
3.2,-0.02,11.3,-0.02,-68.07,19,60.8,31.39,29.41,-2.63,-1.53,-14.6,1,Class 1: Gravelly sand to dense sand
3.2,47.65,288.1,47.55,0.63,19,60.8,31.39,29.41,1614.91,696.31,0.63,0.32,Class 1: Gravelly sand to dense sand
3.2,2.85,6,5.3,0.13,19,60.8,31.39,29.41,178.04,90.71,0.13,0.45,Class 2: Sand to silty sand
3.2,0.08,13.9,0.08,16.55,19,60.8,31.39,29.41,0.79,0.79,59.91,1,Class 6: Organic soil / peat
3.21,-0.02,11.4,-0.02,-70.81,19,60.99,31.49,29.5,-2.61,-1.52,-14.79,1,Class 1: Gravelly sand to dense sand
3.21,47.42,322.9,47.1,0.72,19,60.99,31.49,29.5,1594.51,704.98,0.72,0.34,Class 1: Gravelly sand to dense sand
3.21,0.08,13.9,0.08,16.87,19,60.99,31.49,29.5,0.72,0.72,65.38,1,Class 6: Organic soil / peat
3.22,-0.01,11.4,-0.01,,19,61.18,31.59,29.59,-2.43,-1.42,-15.84,1,Class 1: Gravelly sand to dense sand
3.22,46.23,409.9,46.29,0.83,19,61.18,31.59,29.59,1562.12,709.25,0.83,0.36,Class 1: Gravelly sand to dense sand
3.22,3,8,5.43,0.14,19,61.18,31.59,29.59,181.37,92.64,0.14,0.45,Class 2: Sand to silty sand
3.22,0.08,13.8,0.08,16.94,19,61.18,31.59,29.59,0.69,0.69,67.52,1,Class 6: Organic soil / peat
3.23,0,11.6,0,0,19,61.37,31.69,29.68,0,-1.21,0,1,Class 1: Gravelly sand to dense sand
3.23,0.08,13.8,0.08,16.78,19,61.37,31.69,29.68,0.67,0.67,68.64,1,Class 6: Organic soil / peat
3.24,0.01,11.7,0.01,108.33,19,61.56,31.78,29.78,-1.7,-1,-23.05,1,Class 1: Gravelly sand to dense sand
3.24,3.1,8,5.59,0.15,19,61.56,31.78,29.78,185.78,95.17,0.15,0.45,Class 2: Sand to silty sand
3.24,0.08,13.3,0.08,16.37,19,61.56,31.78,29.78,0.68,0.68,66.1,1,Class 6: Organic soil / peat
3.25,0.02,11.8,0.02,65.92,19,61.75,31.88,29.87,-1.47,-0.87,-26.91,1,Class 1: Gravelly sand to dense sand
3.25,0.08,13.1,0.08,15.94,19,61.75,31.88,29.87,0.69,0.69,63.7,1,Class 6: Organic soil / peat
3.26,0.01,12,0.01,83.92,19,61.94,31.98,29.96,-1.59,-0.94,-25.19,1,Class 1: Gravelly sand to dense sand
3.26,3.3,9,5.74,0.14,19,61.94,31.98,29.96,189.58,96.8,0.14,0.45,Class 2: Sand to silty sand
3.26,0.08,13,0.09,15.26,19,61.94,31.98,29.96,0.78,0.78,55.89,1,Class 6: Organic soil / peat
3.27,0.01,12.3,0.01,170.83,19,62.13,32.08,30.05,-1.83,-1.08,-22.39,1,Class 1: Gravelly sand to dense sand
3.27,0.09,12.9,0.09,14.49,19,62.13,32.08,30.05,0.89,0.89,48.24,1,Class 6: Organic soil / peat
3.28,0.01,12.5,0.01,176.06,19,62.32,32.18,30.14,-1.83,-1.09,-22.64,1,Class 1: Gravelly sand to dense sand
3.28,3.4,7,5.86,0.14,19,62.32,32.18,30.14,192.23,98.14,0.14,0.45,Class 2: Sand to silty sand
3.28,0.09,12.7,0.09,13.71,19,62.32,32.18,30.14,1,1,42.11,1,Class 6: Organic soil / peat
3.29,0.01,12.7,0.01,176.39,19,62.51,32.27,30.24,-1.83,-1.09,-22.96,1,Class 1: Gravelly sand to dense sand
3.29,0.09,12.4,0.09,13.46,19,62.51,32.27,30.24,0.99,0.99,41.6,1,Class 6: Organic soil / peat
3.3,0.01,12.7,0.01,176.39,19,62.7,32.37,30.33,-1.83,-1.1,-22.88,1,Class 1: Gravelly sand to dense sand
3.3,3.4,8,5.96,0.13,19,62.7,32.37,30.33,194.29,99.09,0.13,0.44,Class 2: Sand to silty sand
3.3,0.09,12.2,0.09,13.56,19,62.7,32.37,30.33,0.9,0.9,44.69,1,Class 6: Organic soil / peat
3.31,0.01,12.8,0.01,89.51,19,62.89,32.47,30.42,-1.6,-0.96,-26.34,1,Class 1: Gravelly sand to dense sand
3.31,44.99,368.2,44.33,0.79,19,62.89,32.47,30.42,1455.2,670.43,0.79,0.36,Class 1: Gravelly sand to dense sand
3.31,0.09,12,0.09,13.85,19,62.89,32.47,30.42,0.77,0.77,50.9,1,Class 6: Organic soil / peat
3.32,0.01,12.9,0.01,119.44,19,63.08,32.57,30.51,-1.71,-1.03,-24.67,1,Class 1: Gravelly sand to dense sand
3.32,43.72,306.6,43.27,0.75,19,63.08,32.57,30.51,1415.99,650.15,0.75,0.35,Class 1: Gravelly sand to dense sand
3.32,3.55,8,6.09,0.13,19,63.08,32.57,30.51,197.42,100.79,0.13,0.44,Class 2: Sand to silty sand
3.32,0.08,11.7,0.08,14.21,19,63.08,32.57,30.51,0.65,0.65,59.67,1,Class 6: Organic soil / peat
3.33,0.01,12.9,0.01,140.22,19,63.27,32.67,30.6,-1.77,-1.07,-23.86,1,Class 1: Gravelly sand to dense sand
3.33,41.09,300.6,40.73,0.71,19,63.27,32.67,30.6,1328.85,609.17,0.71,0.35,Class 1: Gravelly sand to dense sand
3.33,0.08,11.6,0.08,14.54,19,63.27,32.67,30.6,0.54,0.54,70.18,1,Class 6: Organic soil / peat
3.34,0.01,12.9,0.01,137.23,19,63.46,32.77,30.69,-1.76,-1.07,-23.86,1,Class 1: Gravelly sand to dense sand
3.34,37.38,256.7,38.35,0.69,19,63.46,32.77,30.69,1247.37,574.5,0.69,0.35,Class 1: Gravelly sand to dense sand
3.34,3.75,8,6.24,0.13,19,63.46,32.77,30.69,201.06,102.71,0.14,0.44,Class 2: Sand to silty sand
3.34,0.08,11.5,0.08,14.79,19,63.46,32.77,30.69,0.47,0.47,80.57,1,Class 6: Organic soil / peat
3.35,0.01,12.8,0.01,131.96,19,63.65,32.86,30.79,-1.75,-1.06,-23.73,1,Class 1: Gravelly sand to dense sand
3.35,36.58,238.6,36.14,0.66,19,63.65,32.86,30.79,1171.93,540.7,0.66,0.35,Class 1: Gravelly sand to dense sand
3.35,0.08,11.4,0.08,14.81,19,63.65,32.86,30.79,0.43,0.43,85.39,1,Class 6: Organic soil / peat
3.36,0.01,12.8,0.01,118.52,19,63.84,32.96,30.88,-1.72,-1.05,-24.13,1,Class 1: Gravelly sand to dense sand
3.36,34.47,223.5,35.18,0.65,19,63.84,32.96,30.88,1137.4,525.66,0.65,0.35,Class 1: Gravelly sand to dense sand
3.36,3.8,9,6.35,0.13,19,63.84,32.96,30.88,203.58,104.01,0.13,0.43,Class 2: Sand to silty sand
3.36,0.08,11.3,0.08,14.72,19,63.84,32.96,30.88,0.43,0.43,86.12,1,Class 6: Organic soil / peat
3.37,0.01,12.7,0.01,88.81,19,64.03,33.06,30.97,-1.61,-0.98,-25.54,1,Class 1: Gravelly sand to dense sand
3.37,34.5,222.6,34.53,0.65,19,64.03,33.06,30.97,1112.99,516.96,0.65,0.35,Class 1: Gravelly sand to dense sand
3.37,0.08,11.3,0.08,14.55,19,64.03,33.06,30.97,0.45,0.45,81.91,1,Class 6: Organic soil / peat
3.38,0,12.5,0,0,19,64.22,33.16,31.06,0,-1.27,0,1,Class 1: Gravelly sand to dense sand
3.38,34.63,230.6,34.63,0.66,19,64.22,33.16,31.06,1112.69,518.28,0.66,0.35,Class 1: Gravelly sand to dense sand
3.38,3.85,8,6.38,0.13,19,64.22,33.16,31.06,203.38,104.21,0.13,0.43,Class 2: Sand to silty sand
3.38,0.08,11.4,0.08,14.33,19,64.22,33.16,31.06,0.5,0.5,73.38,1,Class 6: Organic soil / peat
3.39,-0.01,12.5,-0.01,,19,64.41,33.26,31.15,-2.3,-1.41,-17.46,1,Class 1: Gravelly sand to dense sand
3.39,34.75,230.1,35.07,0.66,19,64.41,33.26,31.15,1123.58,523.57,0.66,0.35,Class 1: Gravelly sand to dense sand
3.39,0.08,11.6,0.08,14.01,19,64.41,33.26,31.15,0.59,0.59,63.08,1,Class 6: Organic soil / peat
3.4,-0.01,12.1,-0.01,,19,64.6,33.35,31.25,-2.41,-1.49,-16.05,1,Class 1: Gravelly sand to dense sand
3.4,35.83,229.6,35.66,0.63,19,64.6,33.35,31.25,1139.33,527.82,0.63,0.35,Class 1: Gravelly sand to dense sand
3.4,3.8,8,6.38,0.13,19,64.6,33.35,31.25,202.12,103.97,0.13,0.43,Class 2: Sand to silty sand
3.4,0.09,11.8,0.09,13.48,19,64.6,33.35,31.25,0.77,0.77,49.45,1,Class 6: Organic soil / peat
3.41,-0.02,11.6,-0.02,-64.8,19,64.79,33.45,31.34,-2.64,-1.63,-14.03,1,Class 1: Gravelly sand to dense sand
3.41,36.41,212.5,36.66,0.55,19,64.79,33.45,31.34,1167.63,530.57,0.55,0.33,Class 1: Gravelly sand to dense sand
3.41,0.1,12.5,0.1,12.9,19,64.79,33.45,31.34,1.03,1.03,38.71,1,Class 6: Organic soil / peat
3.42,-0.02,10.4,-0.02,-48.37,19,64.98,33.55,31.43,-2.75,-1.71,-12.03,1,Class 1: Gravelly sand to dense sand
3.42,37.73,163,37.29,0.48,19,64.98,33.55,31.43,1184.36,528.72,0.48,0.31,Class 1: Gravelly sand to dense sand
3.42,3.75,9,6.36,0.14,19,64.98,33.55,31.43,200.34,103.66,0.14,0.44,Class 2: Sand to silty sand
3.42,2.89,23.5,2.88,0.81,19,64.98,22.76,42.22,66.79,50.15,0.83,0.67,Class 3: Silty sand to sandy silt
3.42,0.11,13.3,0.11,12.22,19,64.98,33.55,31.43,1.4,1.4,30.2,1,Class 6: Organic soil / peat
3.43,-0.03,9.5,-0.03,-29.41,19,65.17,33.65,31.52,-3.09,-1.92,-9.75,1,Class 1: Gravelly sand to dense sand
3.43,37.73,163.9,37.3,0.43,19,65.17,33.65,31.52,1181.1,520.9,0.43,0.3,Class 1: Gravelly sand to dense sand
3.43,2.07,24.9,2.06,1.21,19,65.17,22.86,42.31,47.12,37.87,1.25,0.75,Class 3: Silty sand to sandy silt
3.43,0.12,14.2,0.12,11.45,19,65.17,33.65,31.52,1.81,1.81,24.52,1,Class 6: Organic soil / peat
3.44,-0.06,9.3,-0.06,-14.42,19,65.36,33.75,31.61,-4.11,-2.56,-7.16,1,Class 1: Gravelly sand to dense sand
3.44,36.43,151.3,36.68,0.44,19,65.36,33.75,31.61,1158.33,514.6,0.44,0.3,Class 1: Gravelly sand to dense sand
3.44,3.75,9,6.31,0.14,19,65.36,33.75,31.61,197.53,102.75,0.14,0.44,Class 2: Sand to silty sand
3.44,1.82,30.2,1.81,1.67,19,65.36,22.96,42.4,41.17,34.39,1.73,0.79,Class 3: Silty sand to sandy silt
3.44,0.14,14.5,0.13,10.87,19,65.36,33.75,31.61,2.14,2.14,21.38,1,Class 6: Organic soil / peat
3.45,-0.08,8.8,-0.08,-11.15,19,65.55,33.84,31.71,-4.56,-2.85,-6.09,1,Class 1: Gravelly sand to dense sand
3.45,35.89,167.2,35.84,0.47,19,65.55,33.84,31.71,1128.34,507.72,0.47,0.31,Class 1: Gravelly sand to dense sand
3.45,1.92,36.1,1.91,1.89,19,65.55,23.05,42.5,43.36,36.37,1.96,0.8,Class 3: Silty sand to sandy silt
3.45,0.14,14.7,0.14,10.53,19,65.55,33.84,31.71,2.32,2.32,19.92,1,Class 6: Organic soil / peat
3.46,-0.09,8.8,-0.09,-10.28,19,65.74,33.94,31.8,-4.76,-2.99,-5.81,1,Class 1: Gravelly sand to dense sand
3.46,35.19,183,35.36,0.51,19,65.74,33.94,31.8,1109.92,505.82,0.51,0.32,Class 1: Gravelly sand to dense sand
3.46,3.6,8,6.21,0.13,19,65.74,33.94,31.8,193.18,100.89,0.13,0.44,Class 2: Sand to silty sand
3.46,1.8,32.9,1.8,1.83,19,65.74,23.15,42.59,40.62,34.14,1.9,0.8,Class 3: Silty sand to sandy silt
3.46,0.14,14.7,0.14,10.53,19,65.74,33.94,31.8,2.34,2.34,19.83,1,Class 6: Organic soil / peat
3.47,-0.09,7.6,-0.09,-8.79,19,65.93,34.04,31.89,-4.78,-3.01,-4.99,1,Class 1: Gravelly sand to dense sand
3.47,34.99,185.9,34.95,0.52,19,65.93,34.04,31.89,1094.05,502.7,0.53,0.33,Class 1: Gravelly sand to dense sand
